/* DATA DESCRIPTION:
Citation:	Priestley, Keith; McKenzie, Dan (2015): Lithospheric thickness of Pangea. PANGAEA, https://doi.org/10.1594/PANGAEA.847325, 
	Supplement to: Priestley, K; McKenzie, D (2013): The relationship between shear wave velocity, temperature, attenuation and viscosity in the shallow part of the mantle. Earth and Planetary Science Letters, 381, 78-91, https://doi.org/10.1016/j.epsl.2013.08.022
Abstract:	Surface wave tomography, using the fundamental Rayleigh wave velocities and those of higher modes between 1 and 4 and periods between 50 and 160 s, is used to image structures with a horizontal resolution of ~250 km and a vertical resolution of ~50 km to depths of ~300 km in the mantle. A new model, PM_v2_2012, obtained from 3×10**6 seismograms, agrees well with earlier lower resolution models. It is combined with temperature estimates from oceanic plate models and with pressure and temperature estimates from the mineral compositions of garnet peridotite nodules to generate a number of estimates of SV(P,T) based on geophysical and petrological observations alone. These are then used to estimate the unrelaxed shear modulus and its derivatives with respect to pressure and temperature, which agree reasonably with values from laboratory experiments. At high temperatures relaxation occurs, causing the shear wave velocity to depend on frequency. This behaviour is parameterised using a viscosity to obtain a Maxwell relaxation time. The relaxation behaviour is described using a dimensionless frequency, which depends on an activation energy E and volume Va. The values of E and Va obtained from the geophysical models agree with those from laboratory experiments on high temperature creep. The resulting expressions are then used to determine the lithospheric thickness from the shear wave velocity variations. The resolution is improved by about a factor of two with respect to earlier models, and clearly resolves the thick lithosphere beneath active intracontinental belts that are now being shortened. The same expressions allow the three dimensional variations of the shear wave attenuation and viscosity to be estimated.
Related to:	McKenzie, Dan; Daly, Mike; Priestley, Keith (2015): The lithospheric structure of Pangea. http://issues.pangaea.de/browse/PDI-10217, Geology, https://doi.org/10.1130/G36819.1
Coverage:	MEDIAN LATITUDE: -10.416610 * MEDIAN LONGITUDE: -2.007162 * SOUTH-BOUND LATITUDE: -89.136000 * WEST-BOUND LONGITUDE: -178.617000 * NORTH-BOUND LATITUDE: 89.506000 * EAST-BOUND LONGITUDE: 175.757000
Parameter(s):	LATITUDE (Latitude) * GEOCODE * PI: McKenzie, Dan (mckenzie@madingley.org)
	LONGITUDE (Longitude) * GEOCODE * PI: McKenzie, Dan (mckenzie@madingley.org)
	Thickness [km] (Thick) * PI: McKenzie, Dan (mckenzie@madingley.org) * COMMENT: of lithosphere
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	5864 data points
*/
Latitude	Longitude	Thick [km]
36.189	-24.387	114
36.249	-24.094	113
36.316	-23.804	112
36.391	-23.516	111
36.473	-23.231	110
36.563	-22.949	110
36.659	-22.670	108
79.310	79.015	94
80.549	84.393	94
81.707	91.132	94
78.952	65.760	94
80.326	69.244	94
81.670	73.639	94
82.968	79.429	94
84.187	87.435	94
85.263	99.022	94
86.078	115.986	94
24.924	15.306	121
27.238	17.298	102
28.417	18.278	94
29.608	19.247	94
30.813	20.207	94
32.031	21.157	137
33.260	22.098	174
34.501	23.031	177
35.753	23.955	166
37.017	24.871	149
38.290	25.780	164
39.573	26.682	163
40.866	27.578	136
42.168	28.468	118
43.479	29.352	116
44.799	30.232	133
46.126	31.108	138
76.739	52.298	94
78.164	53.817	94
79.588	55.558	94
81.008	57.625	94
82.423	60.203	94
83.828	63.639	94
85.211	68.670	94
86.545	77.125	94
87.741	94.456	94
88.440	134.493	94
88.016	-178.617	94
21.823	9.596	107
22.883	10.607	122
23.960	11.606	129
25.054	12.592	123
26.162	13.566	127
27.286	14.527	133
28.424	15.477	118
29.576	16.414	107
30.741	17.341	99
31.920	18.256	103
33.111	19.160	133
34.314	20.053	171
35.529	20.936	190
36.756	21.808	190
37.993	22.670	192
39.240	23.523	190
40.498	24.366	188
41.765	25.199	175
43.042	26.023	165
44.327	26.838	136
45.621	27.644	181
46.924	28.442	199
48.234	29.231	183
49.552	30.011	140
50.877	30.783	114
75.634	43.059	94
77.043	43.575	94
78.454	44.040	95
79.866	44.435	94
81.280	44.726	94
82.694	44.855	94
84.108	44.705	94
85.521	44.014	100
86.929	42.040	104
88.320	35.587	94
89.506	-14.418	94
88.697	-107.033	94
87.321	-116.944	94
10.003	-8.256	115
10.723	-7.078	119
11.467	-5.913	113
12.236	-4.762	100
13.029	-3.624	94
21.137	5.992	94
22.135	6.991	135
23.151	7.978	142
24.184	8.950	167
25.234	9.909	148
26.299	10.855	133
27.379	11.788	120
28.475	12.708	160
29.585	13.614	168
30.709	14.508	176
31.846	15.389	179
32.996	16.258	182
34.159	17.114	193
35.334	17.957	206
36.520	18.788	213
37.718	19.606	227
38.927	20.412	232
40.146	21.205	220
41.375	21.986	208
42.613	22.754	184
43.861	23.510	168
45.118	24.253	169
46.384	24.982	191
47.657	25.698	200
48.939	26.401	185
50.228	27.089	165
51.524	27.763	132
52.826	28.421	108
54.136	29.064	103
72.959	35.137	94
74.323	35.130	94
75.686	34.980	94
77.048	34.644	94
78.406	34.059	98
79.759	33.126	94
81.102	31.691	94
82.429	29.495	94
83.730	26.076	94
84.982	20.546	94
86.138	11.091	98
87.077	-5.839	94
87.540	-33.535	94
87.270	-63.437	94
86.430	-83.272	94
85.318	-94.371	94
10.396	-11.627	112
11.041	-10.464	112
11.712	-9.314	118
12.408	-8.177	133
13.129	-7.052	133
13.873	-5.941	112
14.641	-4.843	100
15.431	-3.759	94
16.244	-2.688	94
17.078	-1.631	94
17.933	-0.587	94
18.809	0.442	94
19.705	1.458	94
20.620	2.460	94
21.554	3.447	94
22.506	4.421	178
23.476	5.381	202
24.463	6.327	221
25.467	7.259	215
26.487	8.177	203
27.523	9.081	183
28.574	9.971	180
29.639	10.847	186
30.719	11.709	193
31.813	12.557	199
32.920	13.391	203
34.040	14.211	212
35.172	15.017	218
36.316	15.808	226
37.472	16.585	233
38.639	17.347	236
39.816	18.094	234
41.004	18.827	220
42.201	19.543	210
43.408	20.244	192
44.625	20.929	166
45.850	21.597	184
47.083	22.248	185
48.324	22.881	166
49.572	23.494	166
50.828	24.088	154
52.091	24.661	134
53.360	25.211	143
54.635	25.738	147
55.916	26.238	162
57.202	26.710	162
58.493	27.152	141
68.939	29.020	158
70.250	28.923	94
71.560	28.703	94
72.868	28.334	94
74.170	27.780	94
75.466	26.994	94
76.752	25.909	94
78.024	24.434	96
79.276	22.439	97
80.500	19.733	94
81.681	16.032	94
82.797	10.914	94
83.814	3.771	94
84.671	-6.167	94
85.282	-19.483	94
85.543	-35.619	94
85.394	-52.179	94
84.871	-66.418	94
84.072	-77.267	94
11.548	-13.745	108
12.146	-12.613	106
12.769	-11.493	106
13.417	-10.385	111
14.090	-9.290	123
14.786	-8.207	134
15.505	-7.137	124
16.247	-6.080	110
17.011	-5.036	98
17.797	-4.006	94
18.604	-2.989	94
19.431	-1.986	94
20.279	-0.997	94
21.146	-0.022	104
22.032	0.940	110
22.937	1.887	181
23.859	2.820	234
24.799	3.738	249
25.756	4.642	245
26.729	5.532	235
27.719	6.407	216
28.723	7.268	213
29.743	8.113	210
30.777	8.944	201
31.825	9.760	201
32.887	10.560	197
33.961	11.345	204
35.048	12.115	215
36.148	12.868	229
37.259	13.606	237
38.381	14.327	237
39.514	15.031	233
40.658	15.718	224
41.812	16.387	213
42.975	17.038	211
44.147	17.670	210
45.328	18.282	208
46.518	18.874	211
47.715	19.445	209
48.920	19.992	191
50.132	20.516	181
51.350	21.014	180
52.575	21.485	185
53.805	21.926	179
55.041	22.337	166
56.282	22.712	139
57.527	23.050	128
58.775	23.347	103
60.028	23.598	94
61.282	23.799	152
62.539	23.942	162
63.797	24.020	182
65.056	24.025	186
66.314	23.945	171
67.571	23.768	154
68.825	23.476	94
70.074	23.050	94
71.318	22.463	94
72.553	21.685	94
73.777	20.672	94
74.986	19.373	94
76.176	17.718	94
77.339	15.616	94
78.467	12.948	94
79.547	9.558	94
80.563	5.249	94
81.490	-0.216	94
82.296	-7.084	94
82.938	-15.522	94
83.369	-25.461	94
83.545	-36.415	94
83.445	-47.506	94
83.082	-57.797	94
82.494	-66.678	94
12.767	-15.798	110
13.317	-14.700	105
13.893	-13.612	100
14.493	-12.536	102
15.118	-11.472	108
15.765	-10.419	116
16.436	-9.379	136
17.130	-8.352	135
17.845	-7.337	130
18.583	-6.336	122
19.341	-5.347	115
20.120	-4.372	114
20.919	-3.411	115
21.737	-2.464	132
22.574	-1.530	155
23.430	-0.611	188
24.304	0.294	223
25.196	1.184	259
26.105	2.060	259
27.030	2.921	240
27.971	3.767	220
28.928	4.597	211
29.899	5.412	211
30.886	6.212	206
31.886	6.996	209
32.900	7.763	211
33.928	8.514	215
34.968	9.249	214
36.020	9.966	223
37.084	10.666	233
38.160	11.349	242
39.246	12.012	244
40.343	12.657	237
41.450	13.282	219
42.567	13.887	210
43.692	14.471	202
44.827	15.033	200
45.969	15.572	209
47.120	16.087	214
48.277	16.576	220
49.442	17.038	216
50.613	17.472	204
51.790	17.875	204
52.972	18.244	200
54.159	18.579	190
55.350	18.874	178
56.546	19.128	145
57.744	19.336	115
58.945	19.493	101
60.147	19.594	94
61.351	19.633	151
62.554	19.603	164
63.757	19.494	185
64.957	19.296	191
66.154	18.997	182
67.347	18.582	94
68.533	18.032	94
69.710	17.327	94
70.876	16.440	94
72.027	15.338	94
73.160	13.982	94
74.270	12.323	94
75.351	10.301	94
76.395	7.844	94
77.392	4.867	94
78.329	1.272	94
79.190	-3.049	94
79.954	-8.191	94
80.597	-14.219	94
81.093	-21.118	94
81.416	-28.751	94
81.545	-36.835	94
81.472	-44.978	94
81.202	-52.772	94
80.752	-59.896	94
14.554	-16.722	107
15.083	-15.669	101
15.636	-14.627	99
16.213	-13.596	103
16.813	-12.576	110
17.435	-11.568	131
18.081	-10.572	142
18.748	-9.588	144
19.436	-8.617	143
20.145	-7.659	140
20.875	-6.714	142
21.624	-5.782	143
22.394	-4.864	152
23.182	-3.960	171
23.988	-3.070	193
24.813	-2.195	215
25.655	-1.334	238
26.514	-0.487	256
27.390	0.344	255
28.282	1.160	240
29.189	1.960	223
30.112	2.745	213
31.049	3.513	211
32.000	4.265	212
32.965	5.000	214
33.943	5.718	220
34.934	6.419	229
35.938	7.102	232
36.953	7.766	235
37.979	8.411	236
39.017	9.036	237
40.065	9.642	235
41.122	10.226	229
42.190	10.789	217
43.266	11.329	212
44.351	11.845	202
45.444	12.336	193
46.545	12.802	195
47.652	13.240	197
48.767	13.648	196
49.887	14.026	192
51.013	14.370	187
52.144	14.680	184
53.279	14.951	182
54.418	15.181	178
55.561	15.366	166
56.705	15.504	144
57.851	15.588	116
58.998	15.614	136
60.145	15.576	133
61.291	15.467	132
62.435	15.279	161
63.575	15.003	165
64.710	14.628	174
65.839	14.140	138
66.960	13.526	112
68.070	12.768	123
69.166	11.845	129
70.247	10.732	131
71.307	9.402	132
72.343	7.821	127
73.349	5.951	143
74.318	3.748	139
75.243	1.162	134
76.114	-1.858	94
76.919	-5.363	94
77.646	-9.399	94
78.278	-13.991	94
78.799	-19.137	94
79.193	-24.784	94
79.446	-30.825	94
79.546	-37.096	94
79.489	-43.396	94
79.279	-49.520	94
16.844	-16.655	103
17.374	-15.659	102
17.927	-14.674	106
18.502	-13.700	113
19.099	-12.737	135
19.717	-11.787	141
20.357	-10.848	140
21.017	-9.922	135
21.698	-9.009	133
22.398	-8.109	137
23.117	-7.222	149
23.855	-6.349	180
24.612	-5.489	203
25.386	-4.644	219
26.178	-3.814	238
26.987	-2.998	244
27.813	-2.197	242
28.654	-1.412	235
29.511	-0.642	228
30.383	0.111	223
31.269	0.848	225
32.170	1.568	225
33.084	2.271	224
34.012	2.957	223
34.952	3.624	230
35.904	4.272	236
36.868	4.902	239
37.844	5.512	226
38.830	6.101	234
39.827	6.669	230
40.833	7.215	227
41.849	7.739	219
42.874	8.238	215
43.907	8.713	209
44.948	9.162	206
45.997	9.583	192
47.052	9.975	185
48.113	10.337	181
49.181	10.667	173
50.253	10.962	163
51.330	11.221	166
52.411	11.440	172
53.495	11.617	176
54.581	11.748	179
55.670	11.830	170
56.759	11.859	153
57.848	11.829	163
58.936	11.736	160
60.022	11.573	156
61.105	11.333	142
62.183	11.009	139
63.255	10.590	148
64.320	10.068	163
65.375	9.429	182
66.418	8.660	191
67.446	7.745	198
68.458	6.668	198
69.449	5.407	198
70.415	3.940	194
71.351	2.242	189
72.253	0.287	172
73.115	-1.955	136
73.927	-4.512	114
74.684	-7.411	109
75.374	-10.674	105
75.988	-14.313	100
76.514	-18.327	94
76.943	-22.691	94
77.263	-27.357	116
77.466	-32.250	119
77.546	-37.273	94
77.501	-42.312	94
77.332	-47.253	94
77.044	-51.991	94
19.107	-16.710	108
19.635	-15.773	108
20.184	-14.846	112
20.755	-13.931	118
21.346	-13.027	125
21.957	-12.135	123
22.588	-11.255	117
23.239	-10.388	116
23.908	-9.534	125
24.596	-8.694	144
25.303	-7.867	189
26.027	-7.054	204
26.768	-6.255	221
27.525	-5.471	234
28.299	-4.702	236
29.089	-3.948	229
29.895	-3.210	226
30.715	-2.489	221
31.549	-1.783	222
32.398	-1.095	224
33.260	-0.425	228
34.136	0.228	229
35.023	0.863	226
35.923	1.478	229
36.835	2.074	233
37.757	2.649	232
38.691	3.204	230
39.634	3.737	225
40.588	4.247	219
41.550	4.734	214
42.521	5.196	210
43.500	5.633	207
44.487	6.043	208
45.481	6.425	201
46.482	6.778	190
47.488	7.099	183
48.500	7.387	170
49.517	7.640	158
50.537	7.856	149
51.561	8.033	157
52.588	8.167	170
53.617	8.256	182
54.647	8.296	185
55.677	8.283	175
56.706	8.213	163
57.733	8.082	158
58.758	7.885	159
59.779	7.614	159
60.794	7.264	171
61.803	6.827	174
62.803	6.294	184
63.792	5.657	194
64.769	4.905	197
65.731	4.027	204
66.676	3.008	207
67.600	1.837	208
68.500	0.497	210
69.372	-1.028	209
70.212	-2.755	204
71.015	-4.700	170
71.774	-6.881	159
72.485	-9.312	160
73.139	-12.004	169
73.731	-14.962	178
74.251	-18.186	186
74.694	-21.662	183
75.050	-25.366	177
75.314	-29.260	165
75.481	-33.292	153
75.546	-37.402	110
75.509	-41.522	108
75.371	-45.583	107
75.133	-49.521	105
74.802	-53.283	100
74.383	-56.825	94
21.859	-16.018	111
22.402	-15.150	113
22.965	-14.295	116
23.547	-13.451	116
24.148	-12.619	116
24.768	-11.800	116
25.406	-10.993	125
26.061	-10.200	150
26.734	-9.421	185
27.424	-8.656	197
28.130	-7.905	207
28.852	-7.169	215
29.590	-6.448	222
30.343	-5.743	228
31.110	-5.054	226
31.892	-4.381	227
32.688	-3.725	222
33.497	-3.087	219
34.318	-2.467	219
35.152	-1.865	219
35.998	-1.283	220
36.856	-0.720	220
37.724	-0.178	222
38.603	0.343	220
39.491	0.842	218
40.390	1.319	215
41.297	1.771	212
42.212	2.199	212
43.136	2.601	207
44.067	2.976	205
45.004	3.323	204
45.948	3.640	202
46.897	3.925	200
47.852	4.178	193
48.810	4.396	187
49.773	4.577	184
50.738	4.719	181
51.706	4.819	180
52.675	4.875	182
53.644	4.883	186
54.613	4.841	189
55.581	4.744	192
56.547	4.589	194
57.509	4.371	196
58.467	4.085	195
59.419	3.726	196
60.363	3.287	196
61.298	2.763	198
62.223	2.146	201
63.135	1.428	197
64.032	0.601	202
64.912	-0.345	208
65.772	-1.418	213
66.609	-2.630	216
67.420	-3.991	222
68.201	-5.512	220
68.949	-7.202	216
69.658	-9.072	209
70.325	-11.130	205
70.944	-13.381	198
71.510	-15.828	200
72.017	-18.469	203
72.460	-21.296	206
72.834	-24.297	205
73.133	-27.449	202
73.353	-30.724	196
73.492	-34.088	188
73.546	-37.501	146
73.516	-40.920	134
73.401	-44.301	128
73.203	-47.605	119
72.925	-50.795	111
72.572	-53.840	102
72.148	-56.718	94
71.658	-59.412	94
71.108	-61.913	94
70.503	-64.219	94
69.849	-66.330	94
69.151	-68.252	94
68.414	-69.992	94
25.125	-14.799	125
25.695	-14.016	130
26.283	-13.246	133
26.888	-12.489	137
27.510	-11.745	146
28.148	-11.015	166
28.802	-10.299	183
29.472	-9.597	196
30.157	-8.910	200
30.857	-8.239	210
31.571	-7.583	216
32.299	-6.944	218
33.041	-6.322	218
33.795	-5.717	214
34.562	-5.129	212
35.341	-4.561	211
36.132	-4.011	213
36.934	-3.481	216
37.747	-2.971	217
38.569	-2.483	218
39.402	-2.016	217
40.243	-1.572	215
41.093	-1.152	213
41.952	-0.757	211
42.818	-0.387	208
43.691	-0.044	207
44.570	0.271	206
45.455	0.556	206
46.346	0.810	204
47.241	1.032	201
48.140	1.220	197
49.042	1.372	197
49.947	1.486	189
50.854	1.560	184
51.762	1.590	184
52.670	1.576	185
53.577	1.513	188
54.482	1.400	194
55.385	1.231	198
56.284	1.004	202
57.178	0.715	204
58.066	0.359	201
58.946	-0.068	196
59.817	-0.572	191
60.677	-1.157	191
61.525	-1.830	195
62.358	-2.597	199
63.175	-3.464	207
63.972	-4.438	214
64.749	-5.526	216
65.501	-6.735	225
66.226	-8.071	232
66.921	-9.540	227
67.583	-11.149	219
68.207	-12.902	213
68.790	-14.802	210
69.327	-16.849	209
69.816	-19.042	209
70.251	-21.375	211
70.629	-23.841	212
70.946	-26.427	212
71.199	-29.116	210
71.385	-31.887	207
71.501	-34.717	202
71.547	-37.578	199
71.521	-40.444	188
71.424	-43.285	177
71.258	-46.075	166
71.024	-48.789	157
70.724	-51.406	136
70.363	-53.907	96
69.943	-56.278	94
69.469	-58.511	94
68.945	-60.599	94
68.374	-62.540	94
67.761	-64.334	94
67.110	-65.982	94
66.424	-67.491	94
65.707	-68.863	94
64.962	-70.107	94
64.192	-71.228	94
63.399	-72.233	94
62.588	-73.129	94
61.759	-73.923	94
60.915	-74.622	94
60.058	-75.231	94
59.190	-75.757	94
56.150	-73.347	94
55.321	-73.647	94
27.784	-14.731	133
28.354	-14.024	135
28.941	-13.331	136
29.543	-12.651	141
30.160	-11.986	154
30.792	-11.334	169
31.439	-10.698	189
32.099	-10.077	202
32.772	-9.473	205
33.459	-8.884	206
34.158	-8.313	206
34.870	-7.759	206
35.593	-7.224	207
36.328	-6.707	211
37.073	-6.209	215
37.828	-5.732	220
38.594	-5.276	223
39.368	-4.841	221
40.152	-4.429	219
40.944	-4.040	216
41.743	-3.675	213
42.550	-3.335	211
43.364	-3.022	211
44.183	-2.736	209
45.008	-2.479	209
45.838	-2.252	207
46.673	-2.057	203
47.511	-1.894	198
48.351	-1.766	201
49.195	-1.675	193
50.039	-1.622	186
50.884	-1.609	184
51.729	-1.640	184
52.573	-1.715	186
53.415	-1.838	193
54.254	-2.011	195
55.089	-2.238	196
55.919	-2.522	194
56.742	-2.866	189
57.558	-3.273	167
58.365	-3.748	155
59.161	-4.294	146
59.945	-4.916	158
60.716	-5.618	178
61.471	-6.405	189
62.208	-7.282	203
62.925	-8.252	206
63.621	-9.320	214
64.292	-10.491	221
64.935	-11.768	226
65.550	-13.154	224
66.131	-14.653	219
66.677	-16.264	215
67.185	-17.989	212
67.651	-19.826	212
68.072	-21.771	211
68.446	-23.818	210
68.769	-25.959	213
69.039	-28.184	207
69.253	-30.481	206
69.410	-32.834	205
69.508	-35.227	203
69.547	-37.641	207
69.525	-40.058	201
69.443	-42.459	188
69.303	-44.824	172
69.104	-47.138	159
68.850	-49.385	137
68.541	-51.551	130
68.182	-53.626	120
67.773	-55.600	94
67.320	-57.467	94
66.823	-59.223	94
66.288	-60.867	94
65.716	-62.397	94
65.110	-63.814	94
64.474	-65.121	94
63.811	-66.322	94
63.122	-67.418	94
62.410	-68.415	94
61.678	-69.317	94
60.928	-70.129	94
60.162	-70.854	94
59.382	-71.498	94
58.589	-72.065	94
57.785	-72.560	94
56.971	-72.985	94
55.666	-69.884	94
54.909	-70.224	94
54.145	-70.511	94
53.376	-70.745	94
52.603	-70.930	94
30.353	-14.961	115
30.917	-14.333	119
31.496	-13.719	134
32.089	-13.119	154
32.694	-12.535	174
33.313	-11.966	193
33.945	-11.413	199
34.588	-10.876	202
35.243	-10.357	203
35.910	-9.855	205
36.587	-9.372	202
37.274	-8.907	209
37.972	-8.462	216
38.679	-8.038	221
39.394	-7.634	222
40.119	-7.252	219
40.851	-6.893	215
41.590	-6.558	210
42.337	-6.247	206
43.090	-5.961	204
43.848	-5.702	203
44.612	-5.471	202
45.380	-5.268	201
46.152	-5.096	199
46.927	-4.955	195
47.705	-4.847	202
48.485	-4.773	196
49.266	-4.736	191
50.048	-4.736	188
50.829	-4.777	188
51.608	-4.859	190
52.386	-4.985	194
53.161	-5.157	198
53.931	-5.377	198
54.696	-5.649	197
55.455	-5.974	189
56.207	-6.355	184
56.949	-6.795	161
57.682	-7.298	144
58.403	-7.866	140
59.112	-8.502	158
59.806	-9.209	184
60.483	-9.991	195
61.143	-10.851	198
61.783	-11.790	206
62.400	-12.813	213
62.994	-13.920	217
63.562	-15.115	217
64.101	-16.397	216
64.609	-17.768	213
65.085	-19.227	210
65.525	-20.773	210
65.928	-22.402	206
66.290	-24.112	200
66.610	-25.896	197
66.886	-27.748	196
67.116	-29.660	194
67.298	-31.621	193
67.431	-33.622	188
67.514	-35.650	178
67.547	-37.693	163
67.528	-39.738	141
67.459	-41.772	98
67.340	-43.781	94
67.172	-45.755	94
66.955	-47.682	94
66.692	-49.551	94
66.384	-51.355	94
66.033	-53.086	94
65.641	-54.738	94
65.212	-56.308	94
64.746	-57.791	94
64.246	-59.187	94
63.715	-60.494	94
63.155	-61.713	94
62.569	-62.845	94
61.957	-63.891	94
61.324	-64.853	94
60.670	-65.735	94
59.997	-66.538	94
59.307	-67.266	94
58.603	-67.922	94
57.885	-68.508	94
57.155	-69.029	94
56.415	-69.486	94
55.087	-66.514	94
32.808	-15.502	131
33.359	-14.955	144
33.923	-14.424	161
34.498	-13.907	175
35.085	-13.407	185
35.684	-12.922	186
36.293	-12.455	189
36.912	-12.006	191
37.541	-11.575	195
38.179	-11.162	205
38.827	-10.769	213
39.483	-10.397	214
40.147	-10.045	216
40.818	-9.715	214
41.496	-9.408	210
42.181	-9.124	205
42.872	-8.865	200
43.568	-8.631	197
44.269	-8.423	194
44.974	-8.242	194
45.683	-8.090	193
46.394	-7.968	192
47.108	-7.876	191
47.824	-7.817	200
48.540	-7.791	199
49.257	-7.801	196
49.973	-7.847	196
50.688	-7.931	198
51.400	-8.055	202
52.110	-8.220	204
52.815	-8.429	197
53.515	-8.684	197
54.209	-8.986	203
54.897	-9.337	197
55.575	-9.740	190
56.245	-10.196	186
56.904	-10.708	181
57.551	-11.278	184
58.184	-11.908	191
58.803	-12.600	201
59.406	-13.356	201
59.990	-14.178	206
60.555	-15.066	209
61.100	-16.024	209
61.621	-17.050	209
62.117	-18.146	207
62.587	-19.312	203
63.029	-20.547	200
63.441	-21.850	196
63.820	-23.219	201
64.166	-24.650	196
64.477	-26.141	189
64.751	-27.686	185
64.986	-29.280	181
65.181	-30.917	161
65.336	-32.589	141
65.449	-34.289	123
65.519	-36.008	109
65.547	-37.737	102
65.531	-39.468	94
65.473	-41.190	94
65.372	-42.896	94
65.229	-44.577	94
65.045	-46.225	94
64.820	-47.831	94
64.557	-49.391	94
64.257	-50.897	94
63.920	-52.345	94
63.550	-53.732	94
63.147	-55.053	94
62.714	-56.308	94
62.251	-57.493	94
61.762	-58.609	94
61.248	-59.655	94
60.710	-60.631	94
60.150	-61.539	94
59.571	-62.379	94
58.973	-63.153	94
58.359	-63.863	94
57.729	-64.510	94
57.086	-65.097	94
56.430	-65.625	94
55.764	-66.097	94
34.602	-16.845	156
35.121	-16.367	160
35.652	-15.904	161
36.193	-15.456	161
36.744	-15.025	160
37.304	-14.610	162
37.874	-14.213	164
38.453	-13.833	168
39.040	-13.472	180
39.635	-13.131	188
40.238	-12.809	197
40.848	-12.508	209
41.464	-12.229	212
42.086	-11.971	205
42.714	-11.737	202
43.346	-11.526	198
43.983	-11.340	194
44.624	-11.180	192
45.268	-11.046	200
45.915	-10.940	197
46.564	-10.862	192
47.214	-10.814	190
47.865	-10.797	187
48.516	-10.811	185
49.167	-10.859	185
49.816	-10.942	186
50.462	-11.060	187
51.106	-11.216	189
51.746	-11.410	192
52.381	-11.644	198
53.010	-11.919	199
53.633	-12.238	200
54.248	-12.601	200
54.854	-13.010	199
55.451	-13.466	198
56.037	-13.971	201
56.610	-14.527	203
57.171	-15.133	206
57.717	-15.793	204
58.247	-16.506	205
58.760	-17.273	205
59.254	-18.096	203
59.729	-18.974	200
60.182	-19.908	197
60.613	-20.897	203
61.019	-21.940	200
61.400	-23.037	197
61.753	-24.185	194
62.079	-25.383	191
62.375	-26.628	186
62.640	-27.916	183
62.872	-29.245	179
63.072	-30.608	160
63.238	-32.003	139
63.369	-33.423	123
63.464	-34.862	110
63.524	-36.315	105
63.547	-37.775	100
63.534	-39.236	95
63.484	-40.691	94
63.399	-42.135	94
63.278	-43.561	94
63.122	-44.963	94
62.932	-46.336	94
62.708	-47.675	94
62.452	-48.975	94
62.165	-50.232	94
61.847	-51.443	94
61.501	-52.606	94
61.128	-53.717	94
60.729	-54.775	94
36.288	-18.367	162
36.771	-17.958	163
37.264	-17.563	162
37.766	-17.185	161
38.276	-16.822	160
38.795	-16.476	161
39.321	-16.148	164
39.854	-15.838	170
40.395	-15.547	179
40.942	-15.275	184
41.495	-15.022	190
42.054	-14.791	199
42.617	-14.581	205
43.186	-14.392	194
43.758	-14.227	193
44.334	-14.085	190
44.912	-13.968	199
45.494	-13.875	194
46.076	-13.809	188
46.661	-13.770	184
47.245	-13.759	180
47.830	-13.776	173
48.414	-13.824	169
48.996	-13.902	159
49.576	-14.012	163
50.154	-14.154	173
50.728	-14.331	173
51.297	-14.542	177
51.861	-14.790	180
52.419	-15.074	184
52.970	-15.396	187
53.514	-15.757	189
54.048	-16.159	191
54.573	-16.601	192
55.087	-17.084	192
55.589	-17.611	191
56.079	-18.180	191
56.555	-18.793	190
57.015	-19.450	190
57.460	-20.152	188
57.888	-20.898	187
58.297	-21.688	185
58.687	-22.521	183
59.057	-23.398	183
59.404	-24.317	182
59.729	-25.276	183
60.031	-26.275	182
60.307	-27.310	182
60.558	-28.381	183
60.782	-29.483	175
60.979	-30.615	175
61.148	-31.772	171
61.287	-32.952	165
61.397	-34.149	161
61.477	-35.360	159
61.527	-36.581	155
61.547	-37.808	151
61.536	-39.035	143
61.494	-40.257	138
61.423	-41.472	133
61.321	-42.674	97
61.190	-43.859	94
61.029	-45.022	94
60.840	-46.161	94
36.995	-20.798	150
37.421	-20.428	159
37.855	-20.072	164
38.297	-19.730	170
38.747	-19.404	170
39.205	-19.093	172
39.670	-18.798	174
40.142	-18.520	174
40.619	-18.259	176
41.103	-18.016	180
41.593	-17.791	179
42.087	-17.585	182
42.586	-17.398	185
43.089	-17.232	187
43.596	-17.086	189
44.105	-16.962	192
44.618	-16.860	191
45.132	-16.780	189
45.648	-16.724	187
46.166	-16.692	185
46.683	-16.685	183
47.201	-16.703	181
47.717	-16.748	178
48.233	-16.819	176
48.746	-16.919	169
49.257	-17.047	171
49.764	-17.204	179
50.268	-17.391	178
50.767	-17.609	181
51.260	-17.858	184
51.747	-18.139	188
52.227	-18.453	193
52.699	-18.801	195
53.163	-19.182	195
53.618	-19.597	192
54.062	-20.048	189
54.495	-20.533	187
54.916	-21.054	184
55.325	-21.610	181
55.719	-22.201	179
56.100	-22.828	167
56.464	-23.490	166
56.812	-24.186	165
57.144	-24.917	166
57.457	-25.680	164
57.751	-26.475	164
58.025	-27.301	163
58.278	-28.156	160
58.511	-29.038	169
58.721	-29.946	170
58.909	-30.878	168
59.074	-31.831	168
59.214	-32.802	168
59.331	-33.789	165
59.422	-34.789	163
59.489	-35.799	161
59.531	-36.816	157
59.547	-37.836	146
59.538	-38.857	137
59.503	-39.876	132
59.444	-40.888	126
59.359	-41.891	94
37.773	-23.195	105
